DEPOSIT_NAME,CRITICAL_MINERAL,DEPOSIT_TYPE,LATITUDE,LONGITUDE,LOCATION,LOC_DETAIL
Pedra Branca,Platinum-Group Elements,"Reef, chromitite",-5.598,-39.962,Brazil,
Skaergaard Intrusion,Platinum-Group Elements,"Reef, sulfide",68.186,-31.665,Greenland,
Brattbakken,Platinum-Group Elements,Hydrothermal or remobilized (stockwork),63.938379,12.338858,Norway,
Stormyrplutten,Platinum-Group Elements,Synvolcanic gabbroic body,64.776312,13.474396,Norway,
Karhunjupukka,Platinum-Group Elements,"Reef, Ti-V layers",67.290294,24.479541,Finland,
Stella Intrusion,Platinum-Group Elements,"Reef, Ti-V layers",-26.314,24.863,South Africa,
Paasivaara Reef (PV Reef),Platinum-Group Elements,"Reef, sulfide",65.81138665,24.97698115,Finland,
Ala-Penikkavaara (AP Reef),Platinum-Group Elements,Reef,65.81866552,25.00590053,Finland,
Sompujärvi (SJ Reef),Platinum-Group Elements,"Reef, sulfide",65.94214559,25.13873076,Finland,
Karenhaugen,Platinum-Group Elements,Hydrothermal or remobilized,70.033378,25.221292,Norway,
Portimo Igneous Complex,Platinum-Group Elements,Contact,66.132522,26.165938,Finland,
Lomalampi,Platinum-Group Elements,Komatiitic,67.905,26.915,Finland,
Koitelainen LC,Platinum-Group Elements,"Reef, chromitite",67.79809037,27.1049388,Finland,
Koitelainen UC,Platinum-Group Elements,"Reef, chromitite",67.8274064,27.31630734,Finland,
Dikolati Nickel project,Platinum-Group Elements,Contact,-22.033,27.741,Botswana,
Selkirk,Platinum-Group Elements,Contact,-21.213464,27.770833,Botswana,
Rusamo,Platinum-Group Elements,Contact,65.776653,27.954742,Finland,
Haukiaho,Platinum-Group Elements,Contact,65.85084498,28.06152154,Finland,
Lavotta,Platinum-Group Elements,Contact,65.797366,28.139077,Finland,
Kaukua,Platinum-Group Elements,Contact,65.9419,28.1822,Finland,
Akanvaara UC,Platinum-Group Elements,"Reef, chromitite",67.17587466,28.19686398,Finland,
Akanvaara LC,Platinum-Group Elements,"Reef, chromitite",67.19559693,28.19784274,Finland,
Hietaharju,Platinum-Group Elements,Komatiitic,65.149072,29.078828,Finland,
Peura-aho,Platinum-Group Elements,Komatiitic,65.196835,29.116672,Finland,
Vaara,Platinum-Group Elements,Komatiitic,65.279379,29.290648,Finland,
Great Dyke,Platinum-Group Elements; Tellurium,"Reef, sulfide; Tellurium in Magmatic Cu-Ni-PGM Sulfide",-19.74,30.04,Zimbabwe,
Semiletka,Platinum-Group Elements,Conduit,69.38,30.33,Russia,
Kootsel'vaara-Kammikivi,Platinum-Group Elements,Conduit,69.4,30.33,Russia,
Nkomati Mine (MMZ and PCMZ),Platinum-Group Elements,Conduit,-25.725,30.6,South Africa,
Verkhnee,Platinum-Group Elements,Conduit,69.4,30.63,Russia,
Zhdanovskoe,Platinum-Group Elements,Conduit,69.442,30.668,Russia,
Tundrovskoe,Platinum-Group Elements,Conduit,69.4,30.67,Russia,
Sputnik,Platinum-Group Elements,Conduit,69.4,30.67,Russia,
Bystrinskoe,Platinum-Group Elements,Conduit,69.4,30.73,Russia,
Zapolyarnoe,Platinum-Group Elements,Conduit,69.4,30.75,Russia,
Lukkulaisvaara - total resources,Platinum-Group Elements,Contacts of macrodike and reef,66.318,30.866,Russia,
Nadezhda,Platinum-Group Elements,Contacts of macrodike,66.318,30.866,Russia,
Showing No. 2 (massif Lukkulaisvaara),Platinum-Group Elements,Reef,66.3166,30.866,Russia,
Showing No. 15 (massif Lukkulaisvaara),Platinum-Group Elements,Reef,66.316,30.866,Russia,
Vostochnoe-critical zone,Platinum-Group Elements,Reef,66.32,30.9,Russia,
Mount General'skaya,Platinum-Group Elements,Contact,69.42,31.08,Russia,
Karikjavr,Platinum-Group Elements,Conduit,69.3,31.43,Russia,
Monchetundorvskoe,Platinum-Group Elements,Contact,67.88,32.75,Russia,
Fedorov-Pana Intrusion,Platinum-Group Elements,"Reef, sulfide",67.53,35.27,Russia,
Pazhskoe,Platinum-Group Elements,"Hydrothermal, vein swarm",62.7125,35.7577,Russia,
Onega Intrusion,Platinum-Group Elements,"Reef, Ti-V layers",62.283333,35.9,Russia,
Burakovskaya Intrusion,Platinum-Group Elements,"Reef, chromitite",62.1,36.473883,Russia,
Kingashskoe and Verkhnekingashskoye,Platinum-Group Elements,Komatiitic,54.918,95.355,Russia,
Jinbasoshan,Platinum-Group Elements,Conduit,25.013,100.76,China,
Main sulfide layer (Ferguson Reef),Platinum-Group Elements,"Reef, sulfide",-21.14,116.84,Australia,
Parks Reef,Platinum-Group Elements,"Reef, sulfide",-26.84,117.75,Australia,
Chinei intrusion. all deposits (reserves only),Platinum-Group Elements,Contact,56.478,118.575,Russia,
Nebo-Babel,Platinum-Group Elements,Conduit,-26.104,127.711,Australia,
Top and Middle Reefs,Platinum-Group Elements,"Reef, chromitite",-17.77,127.83,Australia,
Vodorazdelny,Platinum-Group Elements,Conduit,55.34777778,132.4425,Russia,
Ikenskoe,Platinum-Group Elements,Conduit,55.3275,132.5341667,Russia,
"Owendale (includes Owendale North, Cincinnati, and Milverton)",Platinum-Group Elements,Alaskan-Uralian,-32.694,147.461,Australia,
Bushveld Complex,Platinum-Group Elements; Tellurium,Contact and Reef; Te in Magmatic Cu-Ni-PGM sulfide,-24.73681015,28.51513143,South Africa,
Goodnews Bay,Platinum-Group Elements,Placer,59.0667,-161.8667,United States of America,Alaska
Kondyor,Platinum-Group Elements,Placer,57.55,134.6333333,Russia,
Kytlym,Platinum-Group Elements,Placer,59.54091,58.96667,Russia,
Daluxiang (Dalucao),Rare-Earth Elements,Carbonatite,27.1675,101.8516667,China,Sichuan Province
Maoniuping,Rare-Earth Elements; Fluorite,Carbonatite-Related F,28.45666667,101.9775,China,Sichuan Province
Weishan ,Rare-Earth Elements,Carbonatite,34.75555556,117.2080556,China,Shandong
Mount Weld,Rare-Earth Elements,Carbonatite,-28.86444444,122.5480556,Australia,Western
Lovozero Deposit,Rare-Earth Elements; Beryllium; Niobium and Tantalum,Peralkaline igneous; Non-pegmatite; Alkaline granite and syenite,67.8917,34.6115,Russia,Northern Region
Buena Norte mining district,Rare-Earth Elements,Heavy-mineral sand,-21.517,-41.083,Brazil,East Coast
Dong Pao mine ,Rare-Earth Elements,REE in clays,22.52361,103.27167,Vietnam,
Heling,Rare-Earth Elements,REE in clays,24.89639,115.70417,China,Southern
Longnan,Rare-Earth Elements,REE in clays,24.9833,114.6069,China,Southern
Guposhan,Rare-Earth Elements,REE in clays,24.5681,111.4603,China,Southern
Huashan,Rare-Earth Elements,REE in clays,24.5853,111.2308,China,Southern
Bear Lodge,Rare-Earth Elements,Carbonatite,44.48975,-104.44528,United States of America,Wyoming
Cummins Range,Rare-Earth Elements,Carbonatite,-19.28666667,127.1625,Australia,Western
Eldor property,Rare-Earth Elements,Carbonatite,56.6,-68.4167,Canada,Quebec
Glenover project,Rare-Earth Elements,Carbonatite,-24.683,27.35,South Africa,
Lavergne-Springer property,Rare-Earth Elements,Carbonatite,46.45,-79.95,Canada,Ontario
Montviel project,Rare-Earth Elements,Carbonatite,49.829,-76.5556,Canada,Quebec
Ngualla,Rare-Earth Elements,Carbonatite,-7.7,32.833,Tanzania,
Nolans Bore,Rare-Earth Elements,Carbonatite,-22.583,133.233,Australia,Northern Territory
Sarfartoq,Rare-Earth Elements,Carbonatite,66.5,-51.25,Greenland,
Wigu Hill,Rare-Earth Elements,Carbonatite,-7.433,37.567,Tanzania,
Zandkopsdrift,Rare-Earth Elements,Carbonatite,-30.883,17.95,South Africa,
Bokan Mountain,Rare-Earth Elements,Peralkaline igneous,54.909,-132.1257,United States of America,Alaska
Clay-Howells project,Rare-Earth Elements,Peralkaline igneous,49.74,-82.076,Canada,Ontario
Foxtrot project,Rare-Earth Elements,Peralkaline igneous,52.3993,-55.8234,Canada,Labrador
Hastings Project,Rare-Earth Elements,Peralkaline igneous,-18.364,127.777,Australia,Western
Hoidas Lake deposit,Rare-Earth Elements,Peralkaline igneous,59.8,-107.724,Canada,Saskatchewan
Kipawa,Rare-Earth Elements,Peralkaline igneous,46.8,-78.5,Canada,Quebec
Kutessay II project,Rare-Earth Elements,Peralkaline igneous,42.8611,76.1197,Kyrgyzstan,
Norra Kärr,Rare-Earth Elements,Peralkaline igneous,58.137,14.622,Sweden,Southern
Round Top,Rare-Earth Elements,Peralkaline igneous,31.2811,-105.482,United States of America,Texas
TRE project,Rare-Earth Elements,Peralkaline igneous,-13.85,48.182,Madagascar,Northern
Two Tom,Rare-Earth Elements,Peralkaline igneous,54.206,-62.13,Canada,Labrador
Eco Ridge mine,Rare-Earth Elements,Polymetallic,46.385,-82.536,Canada,Ontario
Milo project,Rare-Earth Elements,Polymetallic,-20.746,140.228,Australia,
Plant in Stepnogorsk,Rare-Earth Elements,Polymetallic,52.35,71.89,Kazakhstan,Northern
Steenkampskraal,Rare-Earth Elements,Polymetallic,-30.986,18.629,South Africa,
Charley Creek deposits,Rare-Earth Elements,Heavy-mineral sand,-23.5,133,Australia,Central
Canakli deposit,Rare-Earth Elements,Heavy-mineral sand,37.569,30.606,Turkey,
Kerala deposits,Rare-Earth Elements; Titanium,Heavy-mineral sand; Sedimentary related,9.14,76.462,India,
Bagdad,Rhenium,Porphyry Cu-(Mo-Au),34.58583333,-113.2119444,United States of America,Arizona
Bingham,Rhenium; Titanium; Tellurium,Porphyry Cu-(Mo-Au),40.52831006,-112.1364712,United States of America,Utah
Butte,Rhenium,Porphyry Cu-(Mo-Au),46.01722222,-112.5111111,United States of America,Montana
Morenci,Rhenium,Porphyry Cu-(Mo-Au),33.10361111,-109.3611111,United States of America,Arizona
Santa Rita,Rhenium,Porphyry Cu-(Mo-Au),32.79027778,-108.0727778,United States of America,New Mexico
Sierrita,Rhenium,Porphyry Cu-(Mo-Au),31.86944444,-111.12,United States of America,Arizona
Chuquicamata-Radomiro Tomic,Rhenium,Porphyry Cu-(Mo-Au),-22.275,-68.9,Chile,
La Escondida,Rhenium,Porphyry Cu-(Mo-Au),-24.265,-69.07166667,Chile,
El Salvador,Rhenium,Porphyry Cu-(Mo-Au),-26.25416667,-69.55055556,Chile,
Los Bronces-Rio Blanco,Rhenium,Porphyry Cu-(Mo-Au),-33.13333333,-70.26666667,Chile,
Los Pelambres,Rhenium,Porphyry Cu-(Mo-Au),-31.70833333,-70.5,Chile,
La Caridad,Rhenium,Porphyry Cu-(Mo-Au),30.31805556,-109.5566667,Mexico,
Antamina,Rhenium,Cu-Zn-Mo skarn,-9.616,-76.95,Peru,
Cerro Verde,Rhenium,Porphyry Cu-(Mo-Au),-16.53527778,-71.59166667,Peru,
Toquepala,Rhenium,Porphyry Cu-(Mo-Au),-17.245,-70.61388889,Peru,
Kadjaran,Rhenium,Porphyry Cu-(Mo-Au),39.14388889,46.13777778,Armenia,
Kalmakyr (Almalyk),Rhenium,Porphyry Cu-(Mo-Au),40.81388889,69.64638889,Uzbekistan,
Zuun Mod Molybdenum,Rhenium,Porphyry Cu-(Mo-Au),43.98,99.22,Mongolia,
Lubin-Sieroszowice,Rhenium,Reduced-facies stratabound Cu,51.4,16.133,Poland,
Mansfeld-Sangerhausen,Rhenium,Reduced-facies stratabound Cu,51.6,11.466,Germany,
Dzhezkazgan,Rhenium,Sandstone stratabound Cu,48.122,67.392,Kazakhstan,
Merlin,Rhenium,Deposit type unclassified,-21.65,140.5,Australia,
Pirquitas Mine,Tin,Hydrothermal,-22.72,-66.48,Argentina,Jujuy
Ardlethan,Tin,Hydrothermal,-34.33333333,146.85,Australia,New South Wales
Doradilla,Tin,Hydrothermal,-30.33333333,146.35,Australia,New South Wales
Taronga,Tin,Hydrothermal,-29.45,151.5333333,Australia,New South Wales
Maranboy/Yeuralba,Tin,Hydrothermal,-14.53027778,132.7855556,Australia,Northern Territory
Mount Wells,Tin,Hydrothermal and placer/alluvial,-13.50611111,131.7202778,Australia,Northern Territory
Collingwood,Tin,Hydrothermal,-15.76666667,145.25,Australia,Queensland
Gillian (Herberton area),Tin,Hydrothermal,-17.71666667,145.05,Australia,Queensland
Mount Garnet,Tin,Hydrothermal,-17.58333333,145.1666667,Australia,Queensland
Cleveland (Aberfoyle and Rossarden),Tin,Hydrothermal,-41.66,147.7505556,Australia,Tasmania
Heemskirk (Queen Hill) (Zeehan tin project),Tin,Hydrothermal,-41.88222222,145.3230556,Australia,Tasmania
Mount Bischoff,Tin; Beryllium,Hydrothermal; Non-pegmatite,-41.41277778,145.5152778,Australia,Tasmania
Renison-Bell,Tin,Hydrothermal,-41.78333333,145.7833333,Australia,Tasmania
Rentails,Tin,Tailings,-41.78333333,145.7833333,Australia,Tasmania
Colquiri tailings,Tin,Tailings,-17.38333333,-67.11666667,Bolivia,La Paz Department
"Central (Llallagua, (San Jose/Oruro, Huanuni)",Tin,Hydrothermal,-18,-67,Bolivia,Oruro Department
Bolivian placers,Tin,Placer/alluvial,-18,-65,Bolivia,Potosi Department
Catavi tailings,Tin,Tailings,-18.43333333,-66.56666667,Bolivia,Potosi Department
"Southern (Cerro Rico, Chorolque)",Tin,Hydrothermal,-19,-66,Bolivia,Potosi Department
"Northern (Chojlla, Colquiri)",Tin,Hydrothermal,-16,-67,Bolivia,San Jose Department
Mawchi Mine,Tin,Hydrothermal,18.81666667,97.16666667,Myanmar,Kaya Province
"Tenasserim Valley, Southeast Asian tin belt",Tin,Placer/alluvial,12,99,Myanmar,Kaya Province
Dachang,Tin,Hydrothermal,24.83333333,107.8333333,China,Guangxi Province
Cuomolong,Tin,Hydrothermal,30.5,99.36666667,China,Sichuan Province
Datongchang,Tin,Hydrothermal,25.53333333,98.73333333,China,Yunnan Province
Diantan,Tin,Hydrothermal,25.65,98.43333333,China,Yunnan Province
Lailishan,Tin,Hydrothermal,24.91666667,98.26666667,China,Yunnan Province
Laopingshan,Tin,Hydrothermal,25,98.36666667,China,Yunnan Province
Xiaolonghe,Tin,Hydrothermal,25.45,98.43333333,China,Yunnan Province
Mapuero tin district,Tin,Placer/alluvial,-0.75,-60.11666667,Brazil,Amazonas State
Serra Branca,Tin,Hydrothermal and placer/alluvial,-13.61666667,-48.06666667,Brazil,Goias State
Brascan Group (Rondonia tin province),Tin,Hydrothermal and placer/alluvial,-9,-63,Brazil,
Mocambo,Tin,Hydrothermal and placer/alluvial,-6.833333334,-51.95,Brazil,Para State
Rhodia-Espeng,Tin,Placer/alluvial,-6.033333333,-53.71666667,Brazil,Para State
Brumadinho Group,Tin,Hydrothermal and placer/alluvial,-9.55,-62.41666667,Brazil,Rodonia and Goias States
Best Group,Tin,Placer/alluvial,-9.45,-65.13333333,Brazil,Rodonia and Para States
C–75 Garimpo,Tin,Hydrothermal and placer/alluvial,-9.9,-63.43333333,Brazil,Rodonia State
Mount Pleasant,Tin,Hydrothermal,45.43333333,-66.81666667,Canada,New Brunswick Province
East Kemptville,Tin,Hydrothermal,44.1,-65.68333333,Canada,Nova Scotia Province
Cinovec (Zinnwald),Tin,Hydrothermal,50.73194444,13.76888889,Czech Republic,Teplice District
Kivu mines,Tin,Placer/alluvial,-6.5,27.5,Democratic Republic of the Congo,Northern Kivu Province
Abu Dabbab,Tin; Niobium and Tantalum,Hydrothermal and placer/alluvial; Rare-metal granite,25.34027778,34.54305556,Egypt,Al bahr al Ahamar Governorate
Antonsthal district in the Westerzgebirge (Western Ore Mountains),Tin,Hydrothermal,50.51194444,12.74305556,Germany,Saxony
Auersberg-Wildenthal district in the West-erzgebirge (Western Ore Mountains),Tin,Hydrothermal,50.45611111,12.63888889,Germany,Saxony
Breitbrunn district in the Westerzgebirge (Western Ore Mountains),Tin,Hydrothermal,50.48,12.77,Germany,Saxony
Elbenstock-Sosa district in the Westerzgebirge (Western Ore Mountains),Tin,Hydrothermal,50.49416667,12.63305556,Germany,Saxony
Geyer-Southwest,Tin,Hydrothermal,50.61666667,12.9,Germany,Saxony
Gottesberg,Tin,Hydrothermal,50.41666667,12.48333333,Germany,Saxony
Hammerlein-Tellerhauser district in the West-erzgebirge (Western Ore Mountains),Tin,Hydrothermal,50.45305556,12.87111111,Germany,Saxony
Muhlleithen district in the West-erzgebirge (Western Ore Mountains),Tin,Hydrothermal,50.41305556,12.45388889,Germany,Saxony
"Sauschwemme, West-erzgebirge (Western Ore Mountains)",Tin,Placer/alluvial,50.44111111,12.66194444,Germany,Saxony
P.T. Koba Tin,Tin,Placer/alluvial,-2.583333333,106.4,Indonesia,Bangka island
P.T. Tambang Tamah,Tin,Placer/alluvial,-2,106,Indonesia,Bangka island
Kelapa Kampit,Tin,Tailings,-2.75,108.0833333,Indonesia,Belitung island
P.T. Tambang Belitun,Tin,Placer/alluvial,-2.666666667,107.8333333,Indonesia,Belitung island
Pt Timah Singkep Mine,Tin,Placer/alluvial,-2,114,Indonesia,Singkep Island
Akenobe,Tin,Hydrothermal,35.21666667,134.6833333,Japan,"Hyogo Prefecture, Honshu Island"
Suzuyama,Tin,Hydrothermal,31.5,130.4333333,Japan,Kyushu Island
Syrymbet,Tin,Hydrothermal,53.48333333,67.98333333,Kazakhstan,North Kazakhstan Province
Malaysian dredges,Tin,Placer/alluvial,4,103,Malaysia,
Malaysian gravel pump mines,Tin,Placer/alluvial,4,103,Malaysia,
Sungai Lembing,Tin,Hydrothermal,3.866666667,103.0833333,Malaysia,Pahang State
Kinta tin field,Tin,Hydrothermal and placer/alluvial,4.28,101.17,Malaysia,Perak State
Kuala Langat Mining Sdn Bhd,Tin,Placer/alluvial,2.818055556,101.6163889,Malaysia,Selangor State
Oortsog Ovoo,Tin,Hydrothermal,45.56667,108.1,Mongolia,Dundgovi Province
Narsiin Khundlen (Amerilangui Ujin),Tin,Hydrothermal,48.74083333,112.5263889,Mongolia,Khentii (or Hentiy) Province
Achmmach,Tin,Hydrothermal,33.32264722,-5.454633333,Morocco,Mecknes-Tafilalet region
Bou El Jaj,Tin,Hydrothermal,33.28444444,-5.480277778,Morocco,Meknes
Bou El Jaz,Tin,Hydrothermal,33.28444444,-5.480555555,Morocco,Mecknes-Tafilalet region
Uis tin mine,Tin,Hydrothermal,-21.21666667,14.86666667,Namibia,Southern Damaraland
"Jos Plateau deposits (Bauchi, Benue, Kano, and Zaria States)",Tin,Placer/alluvial,9.75,8.866666666,Nigeria,"Bauchi, Benue, Kano, and Zaria States"
San Rafael,Tin,Hydrothermal,-14.19777778,-70.46638889,Peru,Puno Department
San Rafael tailings,Tin,Tailings,-14.19777778,-70.46638889,Peru,Puno Department
"Neves-Corvo District. Four principal individual deposits: Graca, Corvo, Neves, Zambujal and Lombador",Tin,Hydrothermal,37.6,-7.966666666,Portugal,Baixo Alentejo Province
Southern mining regions of the former Soviet Union,Tin,Hydrothermal,53,124,Russia,"Chita, Khabarovsk"
Pyrkakay,Tin,Hydrothermal,65.28222222,175.78,Russia,Chukotskiy Avtonomnyy Okrug
Pravourmiyskoe,Tin,Hydrothermal,50.43333333,134.25,Russia,Khabarovsk Kray
Northern mining regions of the former Soviet Union,Tin,Hydrothermal,69,140,Russia,"Magadan, Oblast and Sakha Republic"
Lendakhskaya,Tin,Hydrothermal,59.33,92.85,Russia,Western Siberia
Kuils River,Tin,Hydrothermal,-33.93333333,18.73333333,South Africa,Cape Province
Van Rooi’s Vley,Tin,Hydrothermal,-28.5,20.88333333,South Africa,Cape Province
Rooiberg tin mines,Tin,Hydrothermal,-24.75,27.75,South Africa,Transvaal
Union tin mine,Tin,Hydrothermal,-24.48333333,28.5,South Africa,Transvaal
Zaaiplaats tin mine,Tin,Hydrothermal,-24.05,28.75,South Africa,Transvaal
Oropesa,Tin,Hydrothermal,38,-5.483333334,Spain,Cordoba Province
"Thai dredging operations, Southeast Asian tin belt",Tin,Placer/alluvial,9,99,Thailand,
"Thai gravel pump operations, Southeast Asian tin belt",Tin,Placer/alluvial,8,99,Thailand,
"Thai hard-rock and open pit operations, Southeast Asian tin belt",Tin,Hydrothermal,13.86666667,99.11666667,Thailand,
Geevor,Tin,Hydrothermal,50.15,-5.683333333,United Kingdom,Cornwall
Redmoor,Tin,Hydrothermal,50.49916667,-4.314444444,United Kingdom,Cornwall
South Crofty,Tin,Hydrothermal,50.23222222,-5.281111111,United Kingdom,Cornwall
Wheal Jane,Tin,Hydrothermal,50.23333333,-5.116666667,United Kingdom,Cornwall
Agnes Water,Titanium,Sedimentary related,-24.216667,151.9,Australia,
Bridge Hill Ridge,Titanium,Sedimentary related,-32.416667,152.466667,Australia,
Fraser Island,Titanium,Sedimentary related,-25.366667,153.116667,Australia,
Moreton Island,Titanium,Sedimentary related,-27.183333,153.4,Australia,
North Stradbroke Island,Titanium,Beach (strandline) and (or) coastal dune,-27.583333,153.45,Australia,
Stockton,Titanium,Sedimentary related,-32.833333,151.85,Australia,
Tomago,Titanium,Sedimentary related,-32.805,151.567,Australia,
Capel,Titanium,Sedimentary related,-33.583,115.672,Australia,
Gingin,Titanium,Sedimentary related,-31.385,115.914,Australia,
Jurien,Titanium,Sedimentary related,-30.313,115.1666,Australia,
Waroona,Titanium,Sedimentary related,-32.896,115.923,Australia,
Jacinth-Ambrosia,Titanium; Zirconium and Hafnium,Coastal placer or paleoplacer,-31.024,132.178,Australia,Eucla Basin
Typhoon,Titanium,Sedimentary related,-31.03,132.26,Australia,
Atacama,Titanium,Sedimentary related,-30.929,132.219,Australia,
Cyclone,Titanium,Sedimentary related,-29.443,128.885,Australia,
Ginkgo,Titanium,Sedimentary related,-33.279,142.198,Australia,
Kulwin,Titanium,Sedimentary related,-35.022,142.631,Australia,
"Woornack, Rownack & Pirro",Titanium,Sedimentary related,-35.086,142.188,Australia,
Cox's Bazaar-Moiskal,Titanium,Sedimentary related,21.438,92.008,Bangladesh,
Campo Alegre de Lourdes,Titanium,Magmatic deposits in igneous and related rocks,-11,-43,Brazil,
Mataraca,Titanium,Sedimentary related,-6.5,-35,Brazil,
Salitre,Titanium,Weathered alkalic rocks,-18.666667,-46,Brazil,
Tapira,Titanium,Weathered alkalic rocks,-19.866667,-46.833333,Brazil,
Patrocinio,Titanium,Magmatic deposits in igneous and related rocks,-18.916667,-46.833333,Brazil,
Victoria district,Titanium,Sedimentary related,-20,-41,Brazil,
Lac la Blache,Titanium,Magmatic deposits in igneous and related rocks,50.066667,-69.633333,Canada,
Lac du Pin Rouge,Titanium,Magmatic deposits in igneous and related rocks,48.966667,-74.05,Canada,
St. Urbain complex,Titanium,Magmatic deposits in igneous and related rocks,47.533333,-70.55,Canada,
Bad Vermillion Lake,Titanium,Magmatic deposits in igneous and related rocks,48.7,-92.783333,Canada,
Suncor,Titanium,Sedimentary related,56.945,-111.355,Canada,
Syncrude,Titanium,Sedimentary related,57.033333,-111.616667,Canada,
Panzhihua,Titanium,Layered mafic intrusion,26.6,101.764,China,
Heishan,Titanium,Magmatic deposits in igneous and related rocks,41,118,China,
Behai district,Titanium,Sedimentary related,21.483333,109.1,China,
Wazhaung district,Titanium,Sedimentary related,18.716667,110.366667,China,
Xun Jiang,Titanium,Sedimentary related,23.5,110.833333,China,
Daixian,Titanium,Amphibolite-hosted,39.086,112.946,China,
Otanmaki,Titanium; Vanadium,Magmatic deposits in igneous and related rocks; Vanadiferous Titanomagnetite,64.127,27.103,Finland,
Tamil Nadu,Titanium,Sedimentary related,10.937,79.763,India,
Piampaludo,Titanium,Eclogite-hosted,44.466667,8.583,Italy,
QMM,Titanium,Sedimentary related,-25.07,46.841,Madagascar,
Pluma Hidalgo,Titanium,Magmatic deposits in igneous and related rocks,15.923,-96.417,Mexico,
Grande Côte,Titanium; Zirconium and Hafnium,Coastal placer or paleoplacer,15.129,-16.798,Senegal,
Sierra Rutile,Titanium; Zirconium and Hafnium,Coastal placer or paleoplacer,7.783333,-12.3,Sierra Leone,
Barrytown,Titanium,Sedimentary related,-42.233333,171.316667,New Zealand,
Westport,Titanium,Sedimentary related,-41.766,171.469,New Zealand,
Tellnes,Titanium; Vanadium,Massif anorthosite; Vanadiferous Titanomagnetite,58.334,6.4214,Norway,
Ødegård,Titanium,Magmatic deposits in igneous and related rocks,58.946,9.452,Norway,
Storgangen,Titanium,Magmatic deposits in igneous and related rocks,58.38,6.364,Norway,
Engebøfjellet,Titanium,Eclogite-hosted,61.237,5.37,Norway,
Kodal,Titanium,Magmatic deposits in igneous and related rocks,59.115,10.02,Norway,
Bothaville,Titanium,Lithified paleo-placers (fluvial and [or] beach),-27.183333,26.5,South Africa,
Hillendale - Fairbreeze,Titanium,Sedimentary related,-28.845,31.914,South Africa,
RBM,Titanium,Sedimentary related,-28.747,31.949,South Africa,
Lukoyanovskoye,Titanium,Sedimentary related,56.346,44.004,Russia,
Taraskova,Titanium,Sedimentary related,49.446,31.933,Ukraine,
Tsentral'noye,Titanium,Sedimentary related,52.23,41.71,Russia,
Tuganskoye,Titanium,Sedimentary related,57.86,80.89,Russia,
Yugo-Vostochnaya Gremyakha,Titanium,Magmatic deposits in igneous and related rocks,68.01,30.43,Russia,
Bol'shoy Seyim,Titanium,Magmatic deposits in igneous and related rocks,55.6,133.6,Russia,
Chineyskoye,Titanium,Magmatic deposits in igneous and related rocks,55.25,130.22,Russia,
Yaregskoye,Titanium,Sedimentary related,62.26,52.83,Russia,
Shubino Village,Titanium,Metamorphic,50.998,58,Kazakhstan,
Cerro Blanco,Titanium,Metamorphic,-29.63,-70.97,Chile,
Svoranzkoye,Titanium,Magmatic deposits in igneous and related rocks,39.3,46.183333,Armenia,
Irshansk district,Titanium,Sedimentary related,50.453,29.233,Ukraine,
Volnogorsk district,Titanium,Sedimentary related,48.55,33.45,Ukraine,
Aurora,Titanium,Sedimentary related,35.233,-76.833,United States of America,North Carolina
Lakehurst,Titanium,Sedimentary related,40.066667,-74.333333,United States of America,New Jersey
Longnose,Titanium,Troctolite/ultramafic,47.557,-92.007,United States of America,Minnesota
Brunswick,Titanium,Sedimentary related,31.316667,-81.466667,United States of America,Georgia
Cumberland Island,Titanium,Sedimentary related,30.85,-81.433333,United States of America,Georgia
Green Cove Springs,Titanium,Sedimentary related,29.833333,-81.683,United States of America,Florida
Kerr-McGee,Titanium,Sedimentary related,36.116667,-88.183333,United States of America,Tennessee
Manchester,Titanium,Sedimentary related,39.983333,-74.35,United States of America,New Jersey
Natchez Trace,Titanium,Sedimentary related,35.833333,-88.2,United States of America,Tennessee
Oak Grove,Titanium,Sedimentary related,36.383333,-88.166667,United States of America,Tennessee
Piney River (Roseland) district,Titanium,Albititic/metasomatized,37.702,-79.023,United States of America,Virginia
Magnet Cove district,Titanium,Alkalic/metasomatized,34.455,-92.846,United States of America,Arkansas
Sanford Lake district,Titanium,Anorthosite-gabbro,44.055,-74.055,United States of America,New York
Old Hickory,Titanium,Sedimentary related,36.917,-77.566,United States of America,Virginia
Brink,Titanium,Sedimentary related,36.603,-77.578,United States of America,Virginia
Yadkin Valley,Titanium,Metamorphic,36.067,-81.55,United States of America,North Carolina
Halifax (Aurelian Springs),Titanium,Sedimentary related,36.358,-77.785,United States of America,North Carolina
Amelia,Titanium,Sedimentary related,31.575,-81.98,United States of America,Georgia
Laramie Range district,Titanium,Magmatic deposits in igneous and related rocks,41.6,-105.327,United States of America,Wyoming
Tucker Lake,Titanium,Magmatic deposits in igneous and related rocks,48.054,-90.608,United States of America,Minnesota
Horse Creek,Titanium,Sedimentary related,33.493,-81.893,United States of America,South Carolina
Folkston,Titanium,Sedimentary related,30.8501,-81.97985,United States of America,Georgia
Dinning,Titanium,Greenschist-hosted,39.7,-76.383,United States of America,Maryland
Windimurra,Vanadium,Vanadiferous Titanomagnetite,-28.35518333,118.8397333,Australia,
Balla Balla,Vanadium,Vanadiferous Titanomagnetite,-21.14332222,118.0638889,Australia,
"Central, Red Hill, Buckman",Vanadium,Vanadiferous Titanomagnetite,-16.47138889,128.2013889,Australia,
